Artist,Title
Kirk Franklin,Looking For You
Tracy Chapman,Behind The Wall
Chris Brown,I'm Afraid
Metallica,"Atlas, Rise!"
Enrique Iglesias,On Top Of You
Eurythmics,The First Cut
Rush,Secret Touch
Kinks,I Gotta Go Now
Lou Reed,Goodnight Ladies
Beach Boys,Lahaina Aloha
Cher,I Can See Clearly Now
Nick Cave,Jangling Jack
Religious Music,Go Rest High On That Mountain
Leann Rimes,Review My Kisses
Reba Mcentire,Buying Her Roses
Nina Simone,He Needs Me
Black Sabbath,Feels Good To Me
George Harrison,Stuck Inside A Cloud
Out Of Eden,Window
Matt Redman,All Over The World
Counting Crows,On A Tuesday In Amsterdam Long Ago
Kylie Minogue,Light Years
Clash,Pressure Drop
Tim McGraw,Everywhere
Megadeth,Gears Of War
Used,Smother Me
Kyla,One Day In Your Life
Kylie Minogue,Secrets
Tears For Fears,Change
Doobie Brothers,Carry Me Away
Unearth,One Step Away
Roy Orbison,Coming Home
Eurythmics,I Need A Man
Extreme,He Man Woman Hater
Helloween,All Over The Nations
Gordon Lightfoot,Broken Dreams
Amy Grant,All That I Need Is You
Tom Lehrer,That's Mathematics
Venom,Too Loud (For The Crowd)
UB40,The Pillow
Lil Wayne,Crying Out For Me
Foo Fighters,Baker Street
OneRepublic,Passenger
Eurythmics,Don't Ask Me Why
Yazoo,Nobody's Diary
Judy Garland,If Love Were All
ZZ Top,Stackin' Paper
Electric Light Orchestra,Shangri-La
Whiskeytown,Tennessee Square
Vince Gill,You Ain't Foolin' Nobody
Cher,Disaster Cake
Kiss,Makin' Love
The Jam,THE GIFT
Nick Drake,Get Together
Richard Marx,The Other Side
Frankie Valli,We're All Alone
Zayn Malik,It's You
Neil Young,Driveby
Lenny Kravitz,The Other Side
Bonnie Raitt,God Only Knows
Clash,Charlie Don't Surf
John Waite,Godhead
Andy Williams,One Day Of Your Life
Kirsty Maccoll,London Bridge Is Falling Down
Nirvana,The Other Improv
Hollies,Searchin'
Selena Gomez,Cologne
Hillsong United,Glory
Scorpions,In Your Park
Nine Inch Nails,In Two
Leann Rimes,With You
Erasure,Darlene
Kris Kristofferson,Epitaph
Bob Dylan,I'll Remember You
Eric Clapton,Help Me Up
Aerosmith,Permanent Vacation
Isley Brothers,Put Yourself In My Place
Dean Martin,I Can't Help It
Misfits,Hate Breeders
Rod Stewart,Only A Hobo
Gary Valenciano,Reachin' Out
Doris Day,If I Give My Heart To You
Stevie Wonder,Fun Day
Chris Brown,Blind Folded
Neil Diamond,Let Me Take You In My Arms Again
Waylon Jennings,If I Can Find A Clean Shirt
Kid Rock,My Name Is Rock
Tool,Vicarious
Who,Let's See Action
Garth Brooks,Go Tell It On The Mountain
Foo Fighters,Iron And Stone
Lloyd Cole,No Blue Skies
UB40,Rat In Mi Kitchen
Flo-Rida,Rear View
NOFX,Soul Doubt
George Michael,Star People '97
Cher,Boys Girls
Queen,April Lady
Young Jeezy,Go Crazy
Donna Summer,Need-A-Man Blues
Used,Generation Throwaway
Who,Bucket T
Santana,America
X,Burning House Of Love
Air Supply,I Don't Believe You
Bruce Springsteen,I'll Work For Your Love
Children,The Big Rock Candy Mountain
Christy Moore,Back Home In Derry
Who,Glow Girl
Iron Maiden,Gates Of Tomorrow
Nazareth,"Empty Arms,empty Heart"
Wet Wet Wet,The Moment You Left Me
James Taylor,Migration
Bing Crosby,Small Fry
Loretta Lynn,God Has No Mistakes
Red Hot Chili Peppers,21St Century
Tom Jones,Gimme Shelter
Sam Smith,Make It To Me
Carpenters,Somebody's Been Lyin'
Tim McGraw,Wouldn't Want It Any Other Way
Robbie Williams,Go Gentle
Celine Dion,Adeste Fideles
Phish,Famous Mockingbird
Clash,The Prisoner
Neil Diamond,I Am ... I Said
Blur,Brothers And Sisters
Michael Buble,For Once In My Life
John Mellencamp,Play Guitar
Wyclef Jean,War No More
Cyndi Lauper,Who Let In The Rain
Kelly Family,Carry My Soul
Peter Cetera,Next Time I Fall
Waterboys,This Is The Sea
Frankie Laine,Don't Make My Baby Blue
Neil Diamond,Bobby Did
Deep Purple,Blind
Fabolous,Ride For This
Kenny Rogers,I'll Take Care Of You
Hank Snow,Blue Velvet Band
Erasure,Star
Tragically Hip,Leave
Phish,Big Black Furry Creature From Mars
Ian Hunter,Death 'n' Glory Boys
Linda Ronstadt,Life Is Like A Mountain Railway
Yo La Tengo,"Oklahoma, U.S.A."
Roxette,Place Your Love
Moody Blues,Lovely To See You
Eric Clapton,Man In Love
Creedence Clearwater Revival,Graveyard Train
Tom T. Hall,Legend Of The Lady Bear
Noa,Follow Your Heart
Queens Of The Stone Age,Walkin On The Sidewalks
Europe,Paradise Bay
Glen Campbell,Faith
Kiss,Do You Remember Rock'n'Roll Radio
Olivia Newton-John,Away In A Manger
The Beatles,If I Needed Someone To Love
Tragically Hip,Springtime In Vienna
Johnny Cash,I Can't Go On That Way
GMB,Holy
Emmylou Harris,Blackhawk
Gary Numan,Love Is Like Clock Law
Fastball,Mercenary Girl
Luther Vandross,There's Nothing Better Than Love
Lou Reed,Ennui
Indigo Girls,Play It Again Sam
Morrissey,First Of The Gang To Die
Frankie Valli,Save It For Me
Quarterflash,Grace Under Fire
Cliff Richard,Living Doll
Hank Snow,"Green, Green Grass Of Home"
John Prine,Lulu Walls
Andy Williams,And Roses And Roses
Lil Wayne,Amen
Quiet Riot,Tin Soldiers
Insane Clown Posse,Oddities
Bruce Springsteen,Man At The Top
Lionel Richie,Somewhere In London
Beach Boys,Graduation Day
You Am I,Ken (The Mother Nature's Son)
Kirsty Maccoll,Hard To Believe
Heart,How Can I Refuse
Raffi,Baby Beluga
Megadeth,Of Mice And Men
Lady Gaga,Freezerburn
Rascal Flatts,Let It Hurt
Richard Marx,Can't Lie To My Heart
Kris Kristofferson,Spooky Lady's Revenge
Carpenters,My Body Keeps Changing My Mind
Hillsong United,King-Of-Majesty
Gucci Mane,Add It Up
Yung Joc,Do Ya Bad
John Mellencamp,Sugar Marie
Marilyn Manson,The Love Song
Insane Clown Posse,Hellalujah
Pitbull,Intro
The Broadways,We'll Have A Party
Kelly Clarkson,The Sun Will Rise
Kid Rock,Amen
Everclear,Southern Girls
Cher,But You're Mine
Europe,Ready Or Not
Alan Parsons Project,Call Up
Journey,Who's Crying Now
Elvis Presley,Change Of Habit
Garth Brooks,The Night Will Only Know
Widespread Panic,Papa Legba
Gary Numan,A Question Of Faith
Train,Fall Out
INXS,We Are Thrown Together
John Prine,Often Is A Word I Seldom Use
Engelbert Humperdinck,Somebody Like You
UB40,Demonstrate
Misfits,In God We Trust
Def Leppard,Hanging On The Telephone
Clash,Washington Bullets
Hooverphonic,Visions
P!nk,Crystal Ball
ZZ Top,Piece
Enya,Only Time
Yusuf Islam,Maybe There's A World
Raffi,Sodeo
Arlo Guthrie,Abiyoyo
Louis Armstrong,I'm Gonna Lock My Heart And Throw Away The Key
Opeth,Burden
George Harrison,What Is Life
Justin Bieber,One Dance (Remix)
America,Sergeant Darkness
Phineas And Ferb,Extraordinary
Meat Loaf,If You Really Want To
Mazzy Star,I've Been Let Down
Out Of Eden,Make Way
Fleetwood Mac,Come
Whitesnake,Mistreated
John Denver,I Remember Romance
Queens Of The Stone Age,Kalopsia
Fabolous,Pain
Cheap Trick,Mandocello
Regine Velasquez,Langit
Vince Gill,Let Her In
Metallica,Wasted My Hate
Status Quo,Can't Give You More
INXS,On A Bus
Pearl Jam,Leash
Wyclef Jean,Grateful
Hank Williams,There's A Tear In My Beer
Chris Rea,Stick By You
Violent Femmes,Jesus Of Rio
Amy Grant,How Can We See That Far
Modern Talking,Charlene
Nick Cave,"I Do Dear, I Do."
Glen Campbell,Bonaparte's Retreat
Nitty Gritty Dirt Band,Will The Circle Be Unbroken
Young Jeezy,Sunny Days
Helloween,Power
Cyndi Lauper,A Night To Remember
Weezer,This Is Such A Pity
Neil Young,Do I Have To Come Right Out And Say It
Fleetwood Mac,Hollywood
Red Hot Chili Peppers,Scar Tissue
Crowded House,Chocolate Cake
J Cole,Work Out
Offspring,Leave It Behind
Pet Shop Boys,West End Girls
Radiohead,Karma Police
Neil Diamond,It Don't Seem Likely
U2,Bad
Alan Parsons Project,The Fall Of The House Of Usher - I Prelude
Joy Division,The Kill
Elton John,Emerald
Nat King Cole,Stay
Alice Cooper,I'm So Angry
Toto,Gypsy Train
Backstreet Boys,We've Got It Going On
Planetshakers,Not Ashamed
Kris Kristofferson,Anthem '84
Journey,It Could Have Been You
Offspring,Out On Patrol
The Killers,For Reasons Unknown
Tina Turner,Twenty Four Seven
Quincy Punx,Be My Alibi
Ray Boltz,I Cry
Reo Speedwagon,Can't Get You Out Of My Heart
Dave Matthews Band,Stay Or Leave
Kenny Rogers,Coat Of Many Colors
Korn,Layla
Young Jeezy,What They Want
Johnny Cash,Breaking Bread
Ufo,Reasons Love
Phineas And Ferb,Good King Wenceslas
Modern Talking,Cosmic Girl
Miley Cyrus,Forgiveness And Love
Air Supply,Bring Out The Magic
Extreme,Play With Me
Def Leppard,All I Want Is Everything
Natalie Cole,Corinna
Chris Rea,I Don't Know What It Is But I Love It
Alan Parsons Project,Take The Money And Run
Pitbull,Drinks For You
P!nk,One Foot Wrong
Our Lady Peace,Al Genina (Leave The Light On)
George Michael,They Won't Go When I Go
Kenny Rogers,Calling Me
Phil Collins,In Too Deep
David Allan Coe,Mona Lisa Lost Her Smile
Lady Gaga,"Hello, hello"
Tiffany,If Love Is Blind
Jennifer Lopez,What Is Love
Incubus,Anna-Molly
Selah,Hold On
Linda Ronstadt,I Just Don't Know What To Do With Myself
Kim Wilde,Shangri-La
Kiss,Calling Dr. Love
"Harry Connick, Jr.",Junco Partner
Hanson,If Only
Mariah Carey,My All
Avril Lavigne,I Love You
Red Hot Chili Peppers,Punk Rock Classic
Backstreet Boys,Don't Wanna Lose You Now
Wishbone Ash,Healing Ground
Katy Perry,Rush
Ray Charles,A Song For You
Offspring,Nitro
Bob Marley,I Made A Mistake
Zeromancer,Houses Of Cards
Neil Diamond,Dancing In The Street
Chaka Khan,Too Much Love
Hillsong United,Faith
Wyclef Jean,Perfect Gentleman
Quincy Punx,Murder At The Senior Prom
Andrea Bocelli,Act 1 Duet
Steve Miller Band,Abracadabra
Jason Mraz,Only Human
Nazareth,Piece Of My Heart
Alphaville,20.000 Lieues Sous Les Mers
Journey,Pride Of The Family
Yolanda Adams,Unconditional
Engelbert Humperdinck,Only Love
Van Morrison,I Can't Stop Loving You
Indiana Bible College,Be Still And Know
Judds,Do I Dare
Gary Numan,Love Like A Ghost
Nitty Gritty Dirt Band,The Rest Of The Dream
Maroon 5,This Love
Perry Como,I Know What God Is
Tom Jones,Behind Closed Doors
Uriah Heep,Easy Livin'
The Killers,This Is Your Life
Roy Orbison,Crying
Rihanna,Let This Be The Last Time
Stevie Wonder,Silver Bells
Lou Reed,Hop Frog
Nina Simone,I Think It's Going To Rain Today
Queen Adreena,Siamese Almeida
Jimmy Buffett,Last Mango In Paris
Elvis Presley,Clambake
Devo,Dawghaus
Erasure,Precious
Ne-Yo,Coming With You
Lynyrd Skynyrd,Blues Medley
David Guetta,Toyfriend
Lady Gaga,Sinner's Prayer
Gordon Lightfoot,Steel Rail Blues
Beautiful South,I've Come For My Award
Ziggy Marley,Don't Go Nowhere
'n Sync,Just Don't Tell Me That
Def Leppard,Desert Song
Kelly Clarkson,Does He Love You
James Taylor,On The 4th Of July
Michael W. Smith,Help You Find Your Way
Ramones,Can't Seem To Make You Mine
Beach Boys,All This Is That
Manowar,Death Hector's Reward
Yngwie Malmsteen,Ironclad
Korn,Dead Bodies Everywhere
Counting Crows,Six Different Ways
P!nk,Oh My God
Jason Mraz,The Boy's Gone
Lucky Dube,Rolling Stone
Planetshakers,You Are Holy
Housemartins,Get Up Off Our Knees
Tim McGraw,Drugs Or Jesus
Keith Urban,Long Hot Summer
Bob Seger,Fire Inside
Tom T. Hall,Piece Of The Road
Aiza Seguerra,I'll Be There
Great Big Sea,Fisherman's Lament
Eagles,Please Come Home For Christmas
Neil Sedaka,My Friend
Fall Out Boy,American Made
George Michael,Like A Baby
Kanye West,Coldest Winter
Billie Holiday,More Than You Know
O.A.R.,Delicate Few
Ramones,Can't Get You Outta My Mind
Allman Brothers Band,Good Time Feelin
Ariana Grande,Be Alright
Alice Cooper,Luney Tune
Mary Black,The Shadow
Beach Boys,Little Honda
Harry Belafonte,Glory Manger
Helloween,In The Night
Roxette,Dreaming
Oingo Boingo,Flesh 'n' Blood
Hillsong United,Amazing Love
David Pomeranz,A Personal Touch
Hank Williams Jr.,The Chair That Rocked Us All
Roy Orbison,Old Love Song
Religious Music,Awesome God
Kyla,Kung Maaari Lang
Kinks,Animal Farm
Nirvana,Frances Farmer Will Have Her Revenge On Seattle
Everclear,Strawberry
ZZ Top,Don't Tease Me
Megadeth,Crush 'em
Zero 7,Futures
Gino Vannelli,The Surest Things Can Change
Hollies,It's You
Bonnie Raitt,Everything That Touches You
Helloween,Cry For Freedom
Yes,Run With The Fox
Elvis Presley,Double Trouble
Cliff Richard,Blue Moon
Michael W. Smith,Let Me Show You The Way
Carpenters,God Rest Ye Merry Gentlemen
Alice Cooper,Man With The Golden Gun
Rihanna,Dem Haters
Keith Urban,Raining On Sunday
Kris Kristofferson,Love Is The Way
Natalie Cole,The Gift
Black Sabbath,Black Sabbath
Roxette,Cooper
Phish,All Of These Dreams
Proclaimers,King Of The Road
Rammstein,Wut Will Nicht Sterben (Rage Does Not Want To Die)
You Am I,Who Takes Who Home
Weezer,The First Noel
Loretta Lynn,Harper Valley P.t.a.
Roy Orbison,Only You
Adele,Cold Shoulder
Alison Krauss,Sawing On The Strings
Pink Floyd,On The Turning Away
Kylie Minogue,Paper Dolls
King Diamond,Catacomb
Dream Theater,Status Seeker
Chris Brown,I Love You
Little Walter,Crazy Mixed Up World
Queen,Fun It
HIM,Katherine Wheel
Cliff Richard,More To Life
Styx,Father O.S.A.
Morrissey,Forgive Someone
Tom Jones,Burning Down The House
Fleetwood Mac,Dust
Diana Ross,Mr. Lee
Cheap Trick,Elo Kiddies
Kelly Family,The Rose
Venom,Parasite
Ariel Rivera,Go The Distance
Van Morrison,Ballerina
Enya,Christmas Secrets
Cat Stevens,Music
Hank Snow,Beyond The Reef
Kenny Chesney,Better As A Memory
Michael W. Smith,Breathe In Me
The Temptations,Ain't No Sun Since You've Been Gone
James Taylor,Going Around One More Time
America,Oloololo
Side A,Pangako
Doors,Crawling King Snake
Red Hot Chili Peppers,Storm In A Teacup
Grease,Summer Nights
Michael Bolton,I Promise You
Van Morrison,Big Blue Diamonds
Lionel Richie,Lady
Wilson Pickett,Stagger Lee
Owl City,Strawberry Avalanche
Tears For Fears,Who Killed Tangerine
Norah Jones,Wurlitzer Prize (I Don't Want To Get Over You)
Etta James,Lovin' Arms
Nina Simone,If You Knew
Ozzy Osbourne,One Up The B-side
Iron Maiden,The Fugitive
Xandria,She's Nirvana
Lil Wayne,Bad
Doobie Brothers,8Th Avenue Shuffle
Rush,Far Cry
Nick Cave,Lovely Creature
Iggy Pop,Never Met A Girl Like You Before
Rascal Flatts,If You're Going Through Hell
Natalie Grant,Bring It All Together
Kanye West,Flashing Lights
Wanda Jackson,I'd Fight The World
Sia,I'm Not Important To You
Hank Williams Jr.,Family Tradition
Def Leppard,White Lightning
Lucky Dube,Respect
Everclear,Invisible
David Bowie,Bring Me The Disco King
You Am I,Come Home Wit' Me
Journey,Trial By Fire
Puff Daddy,I Got The Power
W.A.S.P.,Stone Cold Killers
Queen,I'm Going Slightly Mad
Jimi Hendrix,You've Got Me Floating
Michael Bolton,This Is The Way
Tori Amos,Do It Again
Yes,Give Love Each Day
Reba Mcentire,If I Had Any Sense Left At All
Gary Numan,1999
Michael Buble,Grown-Up Christmas List
Ramones,53rd And 3rd
Judas Priest,Running Wild
Scorpions,Born To Touch Your Feelings
Pogues,Sally Maclennane
Bryan White,Never Get Around To It
Hank Williams Jr.,The Nashville Scene
Robbie Williams,Karaoke Overkill
Cliff Richard,Love's Salvation
George Formby,With My Little Ukelele In My Hand
Fall Out Boy,Untitled
Depeche Mode,Policy Of Truth
Lea Salonga,Every Time We Fall
P!nk,Respect
Cyndi Lauper,Disco Inferno
Deep Purple,Fingers To The Bone
Smiths,What's The World ?
Everlast,What It's Like
Keith Urban,If You Wanna Stay
Frank Zappa,Bacon Fat
Yes,City Of Love
Carpenters,Help
Phil Collins,Great Spirits
Luther Vandross,My Sensitivity (Gets In The Way)
Def Leppard,Satellite
Hank Snow,I've Been Everywhere
Emmylou Harris,Movin' On
New Order,Kiss Of Death
Nick Cave,Long Black Veil
Loretta Lynn,It's Such A Pretty World Today
Foo Fighters,Up In Arms
Hillsong,At The Cross
Marillion,Fugazi
Santana,Taboo
Morrissey,"Yes, I Am Blind"
Overkill,I Hate
Ella Fitzgerald,Good Morning Blues
Nine Inch Nails,Home
Keith Urban,Love's Poster Child
Christmas Songs,Frosty The Snowman
Gary Numan,We Need It
Jennifer Lopez,Santa Clause Lane
OneRepublic,Light It Up
Air Supply,Having You Near Me
Bruno Mars,Ladies Is Pimps To
Megadeth,Burnt Ice
Nazareth,Party In The Kremlin
Cliff Richard,Just Don't Have The Heart
Kiss,Burning Up With Fever
Annie,Let's Go To The Movies
Queen,Brighton Rock
Ariana Grande,Higher
NOFX,Reeko
XTC,New Broom
Patti Smith,Radio Baghdad
Unseen,Something To Say
Norah Jones,Rosie's Lullaby
Guided By Voices,The Goldheart Mountaintop Queen Directory
Roy Orbison,"Memphis, Tennessee"
Jimi Hendrix,Bleeding Heart
Lucky Dube,Till You Lose It All
Demi Lovato,On The Line
Devo,Mr. B's Ballroom
Outkast,Wailin'
Don McLean,Homeless Brother
Erasure,Run To The Sun
Devo,Part Of You
Backstreet Boys,Shout
Smiths,This Night Has Opened My Eyes
Owl City,Beautiful Times
Yes,Awaken
Fastball,Louie Louie
Kenny Chesney,Where I Grew Up
Yellowcard,You And Me And One Spotlight
Warren Zevon,Poor Poor Pitiful Me
Our Lady Peace,Boy
P!nk,Just Like A Pill
Oingo Boingo,Hold Me Back
Cher,It's Not Unusual
Hank Snow,Marriage And Divorce
Guns N' Roses,Breakdown
Air Supply,Unchained Melody
Korn,Justin
Reba Mcentire,Every Other Weekend
Rammstein,Stein Um Stein (English Translation)
Bonnie Raitt,Walking Blues
Paul Simon,So Beautiful Or So What
Gary Valenciano,Tayong Dalawa
Planetshakers,Arise
Whitesnake,Saints An' Sinners
Nitty Gritty Dirt Band,Rave On
Beach Boys,Hold On Dear Brother
Everclear,Santa Baby
Wishbone Ash,The Day I Found Your Love
Lucky Dube,Is This Freedom
Kylie Minogue,No More Rain
Halloween,Halloween Dance
Jennifer Lopez,Biggz-I Got Dreams
George Strait,I Wasn't Fooling Around
Dean Martin,I'm Forever Blowing Bubbles
Bob Dylan,Ballad In Plain D
Ugly Kid Joe,Cloudy Skies
Yeah Yeah Yeahs,Little Shadow
Grateful Dead,Man Smart - Woman Smarter
Michael Jackson,Blue Gangsta
Styx,Lorelei
Indigo Girls,Lincoln Duncan
Engelbert Humperdinck,A Chance To Be A Hero
Steve Miller Band,Circle Of Love
Tim McGraw,Annie I Owe You A Dance
Marilyn Manson,Track 99
Selena Gomez,Survivors
Korn,Chasing Me
Cher,Borrowed Time
Tim McGraw,That's Just Me
Nitty Gritty Dirt Band,Shot Full Of Love
Hillsong United,Friends In High Places
Tina Turner,We Don't Need Another Hero (Thunderdome)
Rem,Dark Globe
Conway Twitty,Crazy In Love
Chris Rea,Easy Rider
Enrique Iglesias,Only A Woman
Elton John,Ho! Ho! Ho!
Nat King Cole,Mrs. Santa Claus
Who,"Please, Please, Please"
Yes,We Agree
Stone Temple Pilots,All In The Suit That You Wear
Christy Moore,A Letter To Syracuse
Journey,Send Her My Love
Morrissey,My Insatiable One
Beach Boys,I Do Love You
Fleetwood Mac,Love Changes
Whitesnake,You're So Fine
Rod Stewart,Had Me A Real Good Time
Elvis Presley,Britches
Enigma,Look Of Today
Glen Campbell,Words
Aled Jones,Always There
Zoegirl,Unbroken
Metallica,Sweet Amber
Chaka Khan,All Of Me
Thin Lizzy,It's Only Money
Donna Summer,If It Makes You Feel Good
Tina Turner,I Want You Near Me
Prince,Don't Play Me
Korn,It's All Wrong
George Jones,Bartender Blues (feat. James Taylor)
Michael Jackson,Right Here
Queensryche,I Dream In Infrared
Cat Stevens,When I Speak To The Flowers
Oasis,Up In The Sky
Beach Boys,Be True To Your School
ABBA,When I Kissed The Teacher
Kenny Loggins,Daddy's Back
Kim Wilde,Lucky Guy
Janis Joplin,Easy Once You Know How
Carol Banawa,Stay
Rush,Caravan
Foreigner,Under The Gun
Doris Day,Shanghai
Hollies,Nothing Else But Love (Stereo)
Alphaville,Impossible Dream
Natalie Grant,Live For Today
Kenny Rogers,I Can't Unlove You
Whitney Houston,Who Do You Love
Van Halen,Dirty Water Dog
Def Leppard,Stagefright
Jimmy Buffett,Incommunicado
Venom,Countess Bathory
Cinderella,All Comes Down
Dire Straits,Industrial Disease
Steely Dan,Barrytown
Otis Redding,Remember Me
Dan Fogelberg,Windows And Walls
Bruce Springsteen,English Sons
Poison,Suffragette City
Judas Priest,I'm A Rocker
David Allan Coe,Fish Aren't Biting Today
Bruce Springsteen,Bobby Jean
Rihanna,Take A Bow
Randy Travis,One Word Song
Diana Ross,And If You See Him
Hillsong,Glow
Whitney Houston,One Moment In Time
Jackson Browne,Under The Falling Sky
Oingo Boingo,Mary
David Pomeranz,Ordinary Song
Bee Gees,Lay It On Me
Iggy Pop,Waiting For The Man
Status Quo,Is There A Better Way
John Prine,All Night Blue
Puff Daddy,I Love You
Zac Brown Band,Keep Me In Mind
Tom T. Hall,Back When We Were Young
Peter Tosh,Igziabeher (Let Jah Be Praised)
Tragically Hip,Opiated
Jennifer Lopez,Still
George Michael,Credit Card Baby
Weezer,Falling For You
Allman Brothers Band,Desert Blues
Clash,Midnight Log
Emmylou Harris,For A Dancer
Hank Williams,My Love For You
Joni Mitchell,Morning Morgantown
